name,age,net_worth,country,self_made
Phgtw Ggjcxqwka,84,52.05,China,False
Vfeptn Inbybbz,59,67.48,China,False
Fykkk Gdwow,31,11.91,UK,True
Exiursux Gqpesha,75,4.31,Germany,True
Znnowzx Zlqrf,38,146.17,United States,True
Sqbky Wcmfwqh,86,119.79,Germany,True
Kjkfbpk Rarsjezll,65,120.76,France,False
Rabzrm Pvjlrofoq,35,143.73,Germany,True
Wpjmfnss Grgvjy,40,100.65,Germany,True
Xpgxjxuk Sllytrkgu,67,16.85,UK,True
Dxmh Mwmopnexc,35,44.0,China,True
Zzwyd Xgxcuhkud,73,83.46,France,False
Afzqg Enjgcm,88,125.63,Brazil,True
Djnimojv Yfzxxg,73,81.88,Brazil,True
Tmci Jldxzhwse,42,119.92,UK,False
Yzvh Fmnxvwx,66,111.63,UK,True
Btbgfl Qxolq,51,14.98,Brazil,False
Pwzdcv Exmjfgj,81,28.09,France,False
Ycho Qrzunzma,38,6.65,Germany,False
Uewvlecb Xwypnrkt,30,144.83,Germany,True
Renfy Gnohre,32,69.79,United States,True
Oziaq Reyjfdz,56,107.07,Brazil,True
Vyswx Hykpi,46,108.3,United States,False
Fdvu Dudogq,61,146.51,France,True
Wvgifx Bvkovj,66,1.33,United States,False
Kmaljud Uhugb,65,15.91,France,False
Ywle Ggofusy,39,61.79,UK,True
Zgnvgnbk Evwyvln,73,133.13,France,False
Xyfwtr Syhftanis,43,10.02,India,False
Phzgu Yyiwp,82,78.35,Germany,True
Untyhcdt Yerbk,54,70.63,India,False
Cqoae Ieqzw,53,76.43,United States,True
Kjsp Rnybxxqj,49,88.66,India,False
Dsjvucm Eykypgf,48,107.5,China,False
Rpzcf Optbyyls,59,18.63,UK,True
Mpfkenu Crraqg,69,4.66,France,False
Kszx Doptijqkb,69,50.01,France,False
Vhjjr Jnytqt,69,89.99,India,False
Yieqdg Wgnsax,55,40.2,United States,True
Yneklvog Mmpnab,69,81.22,France,True
Xayjkuza Brjycbx,47,137.05,Brazil,False
Zjwdph Kejxlnoey,64,130.21,Brazil,False
Hygwg Eohfgqakh,63,129.58,France,True
Crlg Adsinu,84,18.02,Brazil,True
Bnpgzxd Xjbvi,62,109.86,India,True
Yyknueoh Isazjgg,72,120.05,United States,False
Jsjr Wvgwiff,38,88.33,Germany,False
Kealyzns Zwboh,88,69.71,UK,True
Zvezqm Sltfbrflb,63,106.9,Germany,True
Ilbn Oatpfcjs,77,131.83,Brazil,True
Pkjiypea Itbltlo,56,34.62,Brazil,False
Rziklbz Hrfajlct,45,4.4,France,True
Rzuhaj Gbfufsy,69,12.57,UK,False
Nxctxvl Evhnkliq,55,137.23,India,False
Slsv Xcgyb,86,18.54,India,False
Edfnbyj Uyceucuuz,86,10.8,United States,False
Dqxtz Meyame,84,92.97,UK,False
Iidle Wfljtacj,78,112.42,UK,False
Antdjv Vcrdb,72,50.99,India,False
Wdavwoil Bcsnkct,84,85.94,India,True
Stzzn Ejyhbyqf,66,48.49,Brazil,False
Wpialdk Luwqbny,85,72.07,Brazil,True
Qzcqnjv Dccstxmjj,40,90.18,France,False
Jtwyog Vosnkh,81,20.71,France,False
Puavqay Spcle,66,9.66,China,True
Itpcaktx Lpanuftis,36,116.4,Brazil,False
Teoanhz Bxdru,44,116.58,India,False
Grvpnq Ntfjxu,72,51.12,China,True
Jxrx Plqwday,51,29.79,France,False
Aagwr Djojkowb,56,110.34,China,False
Yelamiex Xsxihm,57,22.62,Germany,True
Ctfcmvet Hdoybnxhe,69,66.0,India,False
Jmnlvqlo Vukuhp,46,13.55,France,True
Nynzwoc Xtnlyjpg,81,54.91,Germany,False
Enzujje Lernhst,65,137.39,Germany,False
Mqnwlof Vficvfu,47,63.42,Brazil,True
Lqyh Zexiytf,59,26.98,UK,False
Bgvicdnl Lhfmgylvh,49,88.47,United States,True
Wmwybn Ncyuav,64,87.39,China,False
Ofswumb Qvpuo,38,48.4,China,True
Oocghet Lwwqha,64,66.4,China,True
Fptnh Hxbviq,76,16.84,India,False
Wiwonps Vugffwhc,87,147.19,France,True
Afbs Mxlppsf,57,8.08,Germany,True
Nnad Oomnudwcj,71,53.13,India,True
Rvqnekq Yaztewl,68,1.35,France,False
Rwueb Ehmpiw,48,92.22,Brazil,False
Uypjrp Osiqtflj,59,72.88,China,False
Ibspzqoj Nccginivs,35,149.1,UK,True
Rhscnji Zjjjii,73,13.95,United States,False
Yurs Zzyxaq,36,3.08,Germany,False
Qbiqsajr Sjosmda,60,92.03,China,True
Tzstbbl Vjznenu,49,30.66,France,True
Xmscljr Adbnucpyf,31,42.98,France,True
Dedsea Okfon,73,15.4,France,True
Rteuxykr Ofrqhpdt,30,84.57,China,False
Suywwevd Brkmikq,55,61.86,India,True
Dsvwjv Izwqayz,67,82.12,UK,False
Qanro Kgqlwkhpi,45,35.95,India,False
Cvoln Zuujkjwl,58,3.23,Germany,False
Lxijgm Fwxhnw,35,85.91,China,False
Gwymxht Pgqpcjt,32,58.07,Brazil,True
Xbxkb Dadxwtaj,39,69.68,Brazil,False
Ozloyix Wblghcxsh,45,94.55,France,True
Ykjwxl Plkkgf,84,96.68,Brazil,False
Bqxlxa Qxpuut,72,9.97,Germany,True
Xlvtcl Nzqkktvu,82,46.17,United States,True
Sdfcfqne Nalza,37,42.32,India,True
Kxty Bqvgtn,55,68.16,Germany,False
Qxsav Gebpmrjum,70,29.25,United States,True
Jdqwjy Idbhselg,88,80.05,France,False
Ckqx Sfvnk,74,123.91,China,False
Tvckc Vpbpn,38,122.02,United States,True
Midqht Oivqn,41,64.97,China,True
Cssvmp Xuoxyqah,74,70.91,Brazil,True
Dcmorlu Jvhil,81,109.1,Brazil,False
Tebufrrc Umffd,60,115.25,France,True
Esor Ynmcssyo,66,51.67,India,True
Cyttuqwv Gqjmrbvp,88,4.34,France,True
Albqp Srnak,54,135.45,Brazil,False
Osxubly Ggodxyfjn,51,31.03,China,True
Fufzimxt Ibvqn,51,21.5,France,False
Sckglfd Jtzgvvafd,83,114.85,India,False
Hwbt Yzsrnus,38,146.57,Brazil,False
Cfrlicxk Rqrrpktfy,71,144.22,Germany,True
Almejt Gkrnsun,42,44.35,China,True
Igjpdkvm Fwecdssty,81,28.77,China,False
Zdrarzx Txinssiiu,30,90.04,UK,False
Sqskglfr Lnzrluv,40,89.69,Brazil,False
Sdoeuogi Fzrri,86,27.69,Brazil,True
Vdxpk Ssyys,52,20.65,UK,True
Anmnl Glwgr,69,100.32,UK,True
Ivcmwqi Mjwjterog,60,12.01,Germany,True
Mdsloe Ucjfjbxg,81,82.46,India,True
Sucj Kyhbggyud,77,82.98,UK,False
Corepm Ilufcipw,37,23.65,China,False
Byofsy Oxbjvnnly,42,149.79,Germany,True
Uuizkqm Uyvdclq,78,68.41,France,True
Jvulh Mxwixtep,35,24.66,Brazil,False
Dvbnumc Yyauujsrv,50,122.85,Germany,True
Pwybhet Airogutx,80,134.9,France,True
Ypfibwn Dwqikw,51,127.22,France,True
Shottc Mgcay,47,63.97,China,True
Iydurx Qnevmijst,84,149.63,Brazil,False
Qozkkjpx Vidbimtvm,37,61.5,Germany,True
Nzwa Zpebvrz,63,14.67,China,False
Chwvjde Nxyduxn,62,64.71,Brazil,False
Cdllutio Pvakanpi,67,25.3,India,False
Rmhoshp Qeslfxox,88,11.94,France,False
Ohkul Nfuqyilu,82,28.94,France,False
Ttbpkvpt Eziaxitwn,89,89.11,France,False
Gzhxkvic Duobh,88,84.38,India,False
Bjjh Wmruv,55,42.86,Germany,True
Xquhzqin Vajik,68,145.42,Brazil,False
Ckfscaf Rcmfxn,53,8.71,United States,True
Zknl Qomwsnwe,40,90.8,India,False
Ymvjp Xawewfgj,47,60.95,Germany,True
Thdayzlw Nwymsgts,79,26.98,United States,True
Mffpqu Aksyopyzp,52,38.23,China,True
Eykronsd Wrlbe,73,118.98,China,False
Objr Ofjddmy,87,51.09,UK,True
Fyhpd Mtnunf,42,64.04,UK,False
Lxjks Eeozm,65,122.01,United States,False
Vyfe Wqlnr,45,21.76,India,True
Eixwqqa Ifxltq,31,92.6,France,True
Bqfdqam Nwgseukgy,82,10.07,UK,True
Xljozdwq Telprqc,73,57.85,India,True
Pkhmg Zqykkd,82,36.67,United States,False
Kpazsg Rknxl,89,57.38,Germany,True
Bpuqrc Rshko,38,31.69,United States,True
Nwkkjd Loqujinm,84,139.44,United States,False
Meuufbih Ndjlzbk,72,87.77,India,True
Cxropsm Dnrzbkwp,46,52.04,UK,False
Zkynk Zqnqj,69,110.63,UK,False
Edshkxmi Pqzvxjc,38,138.64,India,False
Kjnlmr Sbmlrvskd,90,143.34,Brazil,False
Qhjqmt Ckntrqa,31,9.48,India,True
Grpwrzxk Irzsen,60,124.05,France,True
Goicrgxs Qhbohoo,78,134.97,United States,True
Crqlcu Grxrttxia,73,142.75,India,False
Imwcn Lcxzlr,66,108.49,France,False
Rmmpfw Kqnwpblm,88,4.35,Brazil,False
Daefzwvz Kaktbmoc,80,9.29,China,True
Oovgmst Odrwah,89,115.18,India,True
Xyktqzad Idekwghz,62,81.05,China,True
Cryhx Unofszuq,77,134.5,France,True
Ebiqxfu Vvhvhn,37,49.53,Germany,False
Rfukl Fazrf,35,3.21,France,True
Bviiiteq Szgrlczd,39,130.44,Brazil,False
Jbdabcr Oinpe,89,21.64,France,True
Ooewxnu Fvlovjaf,65,107.26,UK,False
Hraqgoph Icqoywp,87,75.77,United States,False
Kihrpv Buemsnd,38,72.18,India,False
Jjqupwi Llwmw,57,22.97,China,False
Seszk Szlqt,76,146.61,United States,False
Vcqhqug Fwtcdrcpx,69,80.9,China,True
Nyhxa Quzgpj,70,143.37,Brazil,True
Axphgmv Nnlgny,48,11.5,China,True
Qhbr Sgvwon,61,137.03,China,True
Nmyjldj Jwyeulimx,65,20.04,UK,False
Smfo Dtioofmz,34,60.85,India,True
Uuaz Aukybw,33,91.38,Germany,False
Aaetdhg Aeiqgydj,47,111.15,United States,False
Pdtk Hsiqqrna,36,25.26,France,False
Unqzqzdw Qgscl,88,42.78,UK,False
Vouij Edkdkoa,54,146.06,Germany,False
Poprdrq Qfyiyrzv,35,111.74,Germany,True
Uuglwz Nhphdzz,30,109.55,France,True
Pwgpi Rbizeupyn,80,31.15,India,False
Cpci Xhvuombu,58,114.47,China,True
Zdtxeo Xkqvs,54,110.27,Brazil,False
Vpnxb Xehvcktbs,34,61.21,India,True
Uktygk Jstpp,42,36.25,France,False
Ospa Xraxvk,44,24.3,United States,True
Irzv Spkem,55,93.13,France,True
Glvwtm Cspiapyqq,70,43.98,France,False
Unslk Uybhfos,81,13.86,France,False
Ysigb Tjzbkxg,51,124.23,France,False
Mkrftjr Npgjqxyfd,44,128.87,India,True
Qcfyrhxs Ukcyj,83,121.05,France,False
Kwovdw Rvyugjx,60,147.5,Brazil,False
Tpaz Pdvpx,65,82.81,Germany,True
Ipynaarq Kdlrmchyz,51,24.34,France,False
Wnrgq Zxuiilkve,58,53.92,Brazil,True
Yjcyok Jajrlzv,70,100.34,India,True
Ctoatm Rtxqmh,71,140.85,UK,True
Serr Kywzwf,35,17.06,Brazil,False
Jxmequ Ccsbgfpe,66,65.4,India,False
Nxvyzqm Vjjwjpurf,63,58.69,UK,True
Iaoklg Osslkogh,52,23.62,Germany,True
Oqbb Yivdmt,89,102.77,India,False
Vgermp Ogutid,81,131.14,France,True
Zaamr Djnstv,42,92.19,Germany,True
Jhjmxzsq Izibh,90,77.26,China,True
Pxtmxvs Dkfml,55,113.91,France,True
Xqkeu Sjnvaihje,66,70.62,United States,True
Necxklox Jdcoghjlv,68,44.17,France,True
Aalhr Yczbmichb,33,130.14,France,False
Bptouz Uyofwextp,69,63.81,China,True
Orldbi Rphsm,70,114.61,UK,True
Pbnv Yiskv,40,83.44,China,False
Pqsfjys Haccn,69,1.11,Germany,True
Ezlyjtj Vpvtwc,63,105.25,Brazil,False
Djgjm Lasga,79,22.07,France,False
Oaqmn Gdtsv,66,86.87,Brazil,False
Wwzz Ymeauvk,57,148.53,Brazil,True
Jwdynq Grpwu,57,10.25,Brazil,True
Zssayhot Dtyiczldn,49,20.7,United States,False
Okexvtsl Tmrcd,34,144.0,China,True
Yekrssf Bsispsvlc,87,49.8,India,False
Lawhedbz Pqjsis,49,65.02,China,False
Llikqee Livlpi,35,73.28,India,False
Xkrehp Funvczpiq,65,124.78,France,True
Ovrcsm Fcqzwkkb,41,6.34,Brazil,True
Batvv Vcugzm,51,124.14,Brazil,False
Lweg Lxeby,63,23.38,United States,True
Qdjwicjy Azewm,89,127.64,Brazil,True
Mqpv Nsnhajo,44,39.23,United States,False
Wedvpaaf Ktoptd,87,96.1,China,False
Yrxbsqma Hsscz,81,80.22,UK,False
Oyhuz Onzzb,55,121.88,United States,False
Rhjdgse Ziitsszwq,84,115.26,France,False
Kcjrkpq Wfndl,77,149.16,Brazil,True
Kluhry Gtmng,46,45.13,Germany,True
Coju Cvwxaucaj,45,33.4,Germany,True
Leiek Eoxxz,54,21.56,India,False
Oblcuit Ixjkdw,33,113.24,UK,True
Ygxvrkkh Mqeifo,43,132.52,UK,True
Nitfz Vnulm,52,22.82,United States,True
Qoxx Ouswioox,84,78.49,United States,False
Xmwjugka Xphfkvj,69,64.96,China,True
Sqnfaowo Jctqcvmic,87,139.95,France,True
Fqxwcas Spmafbf,82,24.13,Germany,True
Qnvvob Awrdleld,84,123.49,Brazil,True
Smhotgop Vbttfjtrn,37,8.44,France,False
Spwpx Ewhquuuk,57,140.73,Brazil,False
Gaojhz Qvfnswjg,61,26.96,UK,True
Idjvwxu Jbpmx,35,57.22,United States,True
Fiud Wgkfpzpgl,38,16.72,Brazil,False
Mdbafdos Seawf,86,107.85,India,False
Tvgoq Chzuueb,45,3.74,United States,False
Cgcuki Zpyol,31,25.93,India,False
Ibsplj Ppxggynr,57,58.9,UK,True
Khsmix Lxhqqwn,85,140.21,Germany,True
Qyhd Svjpna,67,112.41,UK,True
Rvndrh Iwirbch,32,93.07,UK,True
Xhnes Sxnztiniu,51,141.37,Brazil,False
Qbnirh Yfukqohpx,82,137.06,India,False
Hrvkh Rybij,42,38.06,China,False
Acac Atizo,81,136.99,United States,False
Kpaq Nthhk,89,119.84,Germany,False
Coojzffh Omxlyv,38,96.48,Brazil,True
Mjgpbykr Oaekeu,87,128.65,Brazil,True
Pugby Bpzvwjeel,72,68.68,India,False
Ebvixpe Rqurmyuwd,80,38.85,United States,False
Qjwwo Wmeka,73,63.29,UK,True
Arwiz Gqtms,61,26.87,India,False
Mlojbe Xfxpexo,54,52.68,China,True
Lizgq Rbbohxlcr,45,69.65,Brazil,False
Ijphgr Npvufgdkq,89,79.22,China,True
Ellj Ovyjxvt,90,122.47,Brazil,True
Gglu Xysjtvlu,72,21.86,China,False
Hwupx Mhvwu,57,54.51,Germany,True
Thpymhv Nfysjj,76,12.99,India,True
Dphdliue Lcszgfaf,47,74.75,Brazil,False
Rjlazqk Rsafld,61,146.0,France,False
Zoypq Hvbzwzvwr,78,44.4,China,False
Owkewxyv Vfoiwcise,46,57.93,Germany,False
Ulhf Ultrhjh,31,66.83,France,False
Zwqoiu Jgfqfdo,41,138.79,United States,True
Mwolpyx Txsexx,85,93.78,Brazil,False
Qldsf Nfaoeaxqb,89,19.85,China,True
Splccs Adigzzr,66,111.98,India,False
Zdcululf Ghssnpneu,45,30.04,China,True
Dysd Rtxawh,81,86.81,China,False
Bdibkhtp Toyoahp,71,126.33,Brazil,False
Veltfovt Uqwcc,37,25.71,India,True
Shabybs Hprvg,70,36.56,Germany,True
Iyrnkyhz Xrxnalfb,63,96.1,United States,False
Drnihyn Lscrcxqug,43,108.44,Germany,True
Jklnorej Gnljfoi,65,30.85,China,True
Ggcjz Qtaphvtnj,43,135.43,France,False
Sflsr Mrntcy,67,55.0,France,True
Zacut Avbsvkmqf,81,82.9,France,False
Pmeyanl Htydtxb,72,65.94,India,True
Ggnhhphs Advtmegn,55,18.01,Brazil,False
Kgldsqbz Sfxuyhpi,57,108.38,India,True
Caefr Wvwhzill,64,101.11,UK,True
Tfuqn Nosyxdbez,50,13.82,UK,True
Qvxbigd Peshzz,90,79.91,United States,True
Ncmyili Vamynsed,70,141.21,China,True
Skhmofzc Detkbej,83,62.31,China,True
Vkdavgzc Veocuui,70,148.0,Brazil,False
Ugnwpo Xxskufnk,59,3.4,India,False
Cokdxiw Lzmqt,53,68.2,Germany,False
Ccyk Faxeixn,53,118.86,India,False
Dlziydvr Vjnhqc,64,149.6,France,True
Mjwtxgce Cnrmm,82,126.89,India,True
Dgjhijqf Qogjwxrqa,55,127.88,India,True
Plgae Gccexefg,35,56.81,UK,False
Vwviuud Ryvcl,39,106.03,France,True
Mrzs Psikl,59,33.21,UK,True
Qisxpex Dakhwt,35,134.81,France,True
Hvorzgf Dixoxdie,79,39.37,United States,False
Szimvjo Fotqg,54,90.4,Germany,True
Ujbqvvf Pusdt,58,56.68,Brazil,True
Tmtmzb Epuckssv,78,143.19,France,True
Gofzkosa Otskmlre,44,79.1,Brazil,True
Knfxvdi Bpugkoj,87,136.52,France,True
Oiizgew Zneoyyzn,55,4.42,United States,False
Kcno Dxivhauv,81,98.15,UK,True
Yuas Sdlccusvt,66,39.67,Germany,False
Fimdvxyc Ywszr,82,122.39,Brazil,False
Frobaumr Gzeexffau,40,10.84,UK,True
Qbzeyttf Vtqymit,80,101.74,Brazil,True
Nrsurqr Arijecy,77,128.38,Germany,True
Zfjmkan Rprszeygg,83,129.54,UK,True
Vjsygyel Axclw,82,66.68,Germany,True
Ojau Zqmwe,40,56.21,China,True
Xxkq Ipicgqs,32,128.24,UK,False
Iqrvj Lkpafn,43,95.59,Germany,True
Nhskjbf Ivtfcqgrx,67,102.26,Brazil,True
Rvjmxwsi Mxrdvs,89,121.61,China,True
Zrvp Lpoxt,45,38.88,India,True
Xqdyvgfb Zmuafxh,70,79.09,Germany,False
Mwbzi Mrcjbraog,60,123.09,India,True
Ayzdbvhk Apmxfhdc,65,59.36,Brazil,False
Hoib Flpgs,71,145.8,India,False
Lpdidj Menpietgk,40,92.17,China,True
Yxgfghd Vmanf,34,149.41,Brazil,True
Ueacwfp Ojgbj,63,121.83,UK,True
Ssrqoolc Ubzkcbm,89,14.88,UK,False
Woebemi Kbneahvie,47,143.83,India,False
Tcpaks Xqthwobhv,63,147.48,India,False
Fhwdi Wlvinfp,78,66.61,United States,False
Wqwcbf Qguulum,88,6.16,Germany,True
Yart Cgiypq,58,123.66,United States,False
Bkpt Kwkmbyjtd,68,95.3,United States,True
Hlnu Hpbggf,65,46.44,UK,False
Jkzpct Mjtfq,82,27.7,Germany,False
Jniece Teovjm,52,123.01,United States,True
Xmzugfw Cegayvgwm,40,113.39,United States,True
Mdlxkgud Qycjw,74,17.24,France,False
Kbbw Ogxbuvj,81,23.53,India,False
Uhjmkx Kxhvv,76,12.17,India,False
Mwxlerh Htaisopc,70,32.62,France,True
Uzcoqwgl Vixuzbh,65,35.17,Brazil,True
Rzdakp Vtvwzqwqx,72,73.29,UK,True
Crysbqlr Wlwxssvk,77,2.19,United States,True
Hqjlnjwc Djtvov,66,92.74,UK,False
Ffabf Irnxoo,46,119.3,United States,False
Bxzd Fggiavb,84,47.66,UK,True
Pgoadlv Fcvyfttx,43,12.15,United States,False
Dpqqylg Jtqqo,75,94.58,France,False
Xfsxtsyj Xrujgd,74,72.28,China,False
Xvilmqzc Oxzekimyy,53,125.94,India,True
Taljy Mwtxtsrr,32,64.06,India,True
Dmifsxct Olnhuzprw,79,36.76,Germany,True
Jccdw Rydstkt,74,43.74,China,True
Tmqkkra Xtouzf,31,4.62,UK,False
Lmccupvm Fqfkyuaua,34,42.35,India,False
Dvaynu Qbogok,39,44.82,United States,True
Fweqfbn Zesbdopsr,47,45.02,Germany,False
Pudr Wqdibpsj,35,39.24,Germany,False
Otokxwr Pzjbdsp,90,97.29,Germany,True
Uwdsqc Ramkhh,84,15.22,UK,False
Titdlx Ujfzigko,61,144.38,China,True
Egrlvme Yssmzccc,83,114.69,France,True
Ixvzxrz Jqnea,79,133.22,India,True
Apysz Irfapnajv,89,108.44,Germany,True
Jnzljgp Jfiwktrc,79,94.54,China,False
Iygq Dsrkltp,78,120.87,United States,False
Igozt Mlyikbsx,67,130.86,Brazil,False
Obbvpzyi Xfyvbg,80,22.95,China,True
Xbsgu Ddyqggx,71,63.74,France,False
Pxewlo Ufjsn,66,147.51,France,False
Ghawm Dshmzgr,65,108.0,India,True
Gtrz Uukygi,31,38.72,France,True
Inmj Izqnrcu,37,60.5,France,False
Kkvfhvn Tjeeri,65,36.72,China,False
Dodlczg Fdqkxwdy,73,87.15,France,False
Lnahnb Oqioj,66,64.95,Brazil,False
Luiuzux Wjrxb,47,58.24,China,True
Abnu Qhdfdiz,63,22.97,China,False
Iogir Zuchl,65,17.66,Germany,False
Gewbw Yshenzzhl,64,71.9,Germany,True
Afoz Izqoir,66,32.58,United States,False
Kjsrb Twmhl,45,10.42,Brazil,False
Frcxf Jnhppeq,51,24.7,United States,False
Ccbqth Uakeml,31,37.75,UK,False
Imaggeoa Rkmifhw,65,25.85,India,False
Opws Wqxjtf,66,4.58,UK,False
Ibgf Xwhporwkg,65,9.47,India,False
Cyrhqphd Lhazw,38,62.32,India,False
Ygkwdpep Boisxdkrg,33,140.8,United States,False
Eayylfa Vaxph,61,132.45,Germany,False
Yexml Gyudj,75,28.4,UK,False
Rqirsf Gdhgp,72,81.41,United States,True
Lxdxezdg Jmkzyie,87,120.94,Germany,True
Dsah Rocbtnbla,69,100.03,United States,False
Vlpd Lskhra,90,47.65,United States,False
Yvpeaxvm Qdbrfffs,36,112.77,China,True
Cmze Kbmzirhb,80,88.92,Germany,True
Jqeaaqr Yarhw,39,71.81,China,False
Xeopu Zskyxyy,47,130.76,India,False
Jdoeu Hbeurp,47,20.25,China,True
Dwvnonwn Rmwvkm,43,63.12,Germany,False
Oxuaq Wgcrsmd,47,26.32,United States,True
Urjd Dtpbn,30,104.94,India,False
Vgdmql Ntqxxa,72,137.2,Brazil,True
Vksxhe Clqttjk,52,47.04,China,True
Ignl Dwkwh,67,133.18,France,True
Gxlp Plhmkrew,50,118.83,UK,False
Qhzmxgo Tqbsrc,67,42.01,UK,True
Ymvnyqf Pluyvak,88,53.7,Brazil,False
Xtjxwj Yrmtvylez,47,113.48,Germany,False
Tipydw Itynkhuwf,42,12.85,France,False
Xexdjs Exnvh,79,117.6,Germany,True
Iwdfex Rtasld,49,10.16,China,True
Vluhhgwv Ewvyq,57,52.26,Brazil,False
Dhicttxn Qpsxj,40,126.59,Brazil,True
Zbfrv Ouzfki,33,46.27,Brazil,True
Iepseeo Flhzq,45,145.28,United States,False
Pirnwsye Rjowgka,77,141.11,United States,False
Zfbox Xrechwnr,46,36.86,China,False
